,msisdn_id_x,bundle_name,sum_subscriptions,id_bundle,price_point,msisdn_id_y
1092,74381,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1093,75041,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1094,75278,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1095,75874,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1096,76278,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1097,76502,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1098,76811,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1099,76898,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1100,76936,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1101,77134,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1102,77320,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1103,77353,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1104,77450,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1105,78040,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1106,78120,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1107,78386,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1108,78525,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1109,78559,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1110,78845,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1111,78941,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1112,79213,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1113,79460,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1114,80258,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1115,80313,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1116,80484,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1117,80736,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1118,81159,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1119,81589,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1120,81642,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1121,82051,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1122,82332,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1123,82424,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1124,83221,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1125,83341,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1126,83440,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1127,83580,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1128,83700,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1129,83750,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1130,83751,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1131,84085,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1132,84359,BTL 4G Bundle 9 Monthly,5,18,72.727272727,1873
1133,85150,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1134,85251,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1135,85304,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1136,85400,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1137,85632,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1138,86120,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1139,86541,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1140,86563,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1141,86873,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1142,87088,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1143,87688,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1144,88599,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1145,89231,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1146,89951,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1147,90126,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1148,90494,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1149,90611,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1150,90901,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1151,91037,BTL 4G Bundle 9 Monthly,3,18,72.727272727,1873
1152,91116,BTL 4G Bundle 9 Monthly,4,18,72.727272727,1873
1153,91395,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1154,91858,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1155,92104,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1156,92180,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1157,92483,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1158,92825,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1159,92840,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1160,93281,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1161,94221,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1162,94250,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1163,94252,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1164,94572,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1165,95149,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1166,95329,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1167,95414,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1168,95725,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1169,95830,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1170,96072,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1171,96288,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1172,96582,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1173,97291,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1174,97633,BTL 4G Bundle 9 Monthly,3,18,72.727272727,1873
1175,98062,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1176,98450,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1177,98970,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1178,99029,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1179,99113,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1180,100316,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1181,100469,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1182,100760,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1183,100766,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1184,101194,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1185,101651,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1186,101795,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1187,102010,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1188,102117,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1189,102313,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1190,102434,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1191,102525,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1192,102691,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1193,103824,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1194,104175,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1195,104666,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1196,104786,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1197,104818,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1198,105273,BTL 4G Bundle 9 Monthly,3,18,72.727272727,1873
1199,105585,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1200,105695,BTL 4G Bundle 9 Monthly,4,18,72.727272727,1873
1201,106068,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1202,106118,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1203,106399,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1204,106753,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1205,106812,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1206,106853,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1207,106918,BTL 4G Bundle 9 Monthly,3,18,72.727272727,1873
1208,107983,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1209,108054,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1210,108699,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1211,109180,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1212,109776,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1213,110375,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1214,110941,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1215,112021,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1216,112028,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1217,112256,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1218,112579,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1219,112732,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1220,112894,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1221,113361,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1222,113487,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1223,113625,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1224,113632,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1225,114094,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1226,114172,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1227,114363,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1228,114490,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1229,114811,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1230,115091,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1231,115123,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1232,115473,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1233,116892,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1234,117114,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1235,118027,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1236,118803,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1237,118937,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1238,119771,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1239,119777,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1240,120336,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1241,120619,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1242,120856,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1243,120881,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1244,121372,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1245,121838,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1246,121854,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1247,122019,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1248,122192,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1249,122469,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1250,123074,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1251,123476,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1252,123506,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1253,124003,BTL 4G Bundle 9 Monthly,6,18,72.727272727,1873
1254,124007,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1255,124830,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1256,125996,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1257,126228,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1258,126815,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1259,127088,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1260,127452,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1261,128177,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1262,128659,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1263,128795,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1264,128860,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1265,129405,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1266,129615,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1267,129783,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1268,130171,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1269,130183,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1270,130339,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1271,130745,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1272,131187,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1273,131247,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1274,131714,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1275,132202,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1276,132297,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1277,132361,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1278,132500,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1279,132907,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1280,133369,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1281,133516,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1282,135052,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1283,135591,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1284,136497,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1285,136837,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1286,136888,BTL 4G Bundle 9 Monthly,4,18,72.727272727,1873
1287,137088,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1288,137506,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1289,137618,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1290,137759,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1291,138336,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1292,138763,BTL 4G Bundle 9 Monthly,3,18,72.727272727,1873
1293,138843,BTL 4G Bundle 9 Monthly,5,18,72.727272727,1873
1294,139136,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1295,139450,BTL 4G Bundle 9 Monthly,5,18,72.727272727,1873
1296,139625,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1297,140781,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1298,141056,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1299,141484,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1300,141578,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1301,142409,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1302,142447,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1303,142647,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1304,143784,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1305,143811,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1306,143869,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1307,144110,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1308,144344,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1309,144959,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1310,145645,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1311,145649,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1312,145670,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1313,146480,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1314,146482,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1315,146548,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1316,146969,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1317,146996,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1318,147062,BTL 4G Bundle 9 Monthly,3,18,72.727272727,1873
1319,147942,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1320,148059,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1321,148155,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1322,148473,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1323,148657,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1324,148927,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1325,149177,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1326,149195,BTL 4G Bundle 9 Monthly,3,18,72.727272727,1873
1327,149285,BTL 4G Bundle 9 Monthly,3,18,72.727272727,1873
1328,149454,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1329,149806,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1330,149864,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1331,149963,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1332,150028,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1333,150650,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1334,150800,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1335,151752,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1336,151864,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1337,151977,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1338,152663,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1339,154006,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1340,154378,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1341,154672,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1342,154742,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1343,155749,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1344,156252,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1345,156789,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1346,156824,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1347,157235,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1348,157270,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1349,158384,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1350,158802,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1351,158853,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1352,158891,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1353,159246,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1354,159302,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1355,159452,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1356,159651,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1357,159862,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1358,160119,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1359,160166,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1360,160206,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1361,160803,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1362,160910,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1363,160942,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1364,161163,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1365,161397,BTL 4G Bundle 9 Monthly,4,18,72.727272727,1873
1366,161455,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1367,161564,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1368,162054,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1369,163162,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1370,163682,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1371,164410,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1372,164471,BTL 4G Bundle 9 Monthly,3,18,72.727272727,1873
1373,164525,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1374,164637,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1375,164841,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1376,164924,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1377,165006,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1378,166247,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1379,166996,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1380,167007,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1381,167236,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1382,167441,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1383,167780,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1384,168350,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1385,168461,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1386,168803,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1387,168948,BTL 4G Bundle 9 Monthly,3,18,72.727272727,1873
1388,169502,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1389,170488,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1390,172649,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1391,173307,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1392,173627,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1393,174053,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1394,174646,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1395,174793,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1396,175424,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1397,175583,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1398,176323,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1399,177036,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1400,177571,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1401,177755,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1402,178501,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1403,178717,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1404,179463,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1405,179471,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1406,179677,BTL 4G Bundle 9 Monthly,3,18,72.727272727,1873
1407,180428,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1408,180581,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1409,181969,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1410,183194,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1411,183763,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1412,183780,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1413,185216,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1414,185358,BTL 4G Bundle 9 Monthly,4,18,72.727272727,1873
1415,185378,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1416,185945,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1417,185989,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1418,186280,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1419,186509,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1420,186725,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1421,186892,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1422,186948,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1423,187061,BTL 4G Bundle 9 Monthly,3,18,72.727272727,1873
1424,187090,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1425,187355,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1426,187366,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1427,187406,BTL 4G Bundle 9 Monthly,3,18,72.727272727,1873
1428,187743,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1429,187796,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1430,188006,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1431,188177,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1432,188460,BTL 4G Bundle 9 Monthly,3,18,72.727272727,1873
1433,189016,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1434,189148,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1435,189151,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1436,189227,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1437,189515,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1438,189617,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1439,189653,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1440,190518,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1441,190552,BTL 4G Bundle 9 Monthly,3,18,72.727272727,1873
1442,191125,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1443,191189,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1444,191358,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1445,191738,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1446,192053,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1447,192427,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1448,192477,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1449,192567,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1450,192827,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1451,193022,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1452,193171,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1453,193389,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1454,193466,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1455,194235,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1456,194766,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1457,195040,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1458,195253,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1459,195879,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1460,196001,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1461,196039,BTL 4G Bundle 9 Monthly,3,18,72.727272727,1873
1462,196237,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1463,196346,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1464,196364,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1465,196712,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
1466,196897,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1467,197276,BTL 4G Bundle 9 Monthly,1,18,72.727272727,1873
1468,197278,BTL 4G Bundle 9 Monthly,2,18,72.727272727,1873
